,pitch_type,fastball,start_speed,zone,code,type,b_score,p_score,ab_id,pitch_num,b_count,s_count,outs,on_1b,on_2b,on_3b,event,inning,left_batter,top,weather,start_time,year,day_game,b_0,b_1,b_2,b_3,s_0,s_1,s_2,o_0,o_1,o_2,s_over_b,b_over_s,on_2b3b,inning_sq_root,after_4_inning,after_5_inning,firstball,first2ball,abs_diff,diff,tie,ahead,behind,tempature,more_than_70,last_pitch_type,last_fastball,last_code,last_type,last_b,last_s,last_inplay,last_contact,last_pitch,last_run,last_in_play_out,last_pa,last_num,game_pitch,last_over_9,over_30_pitches,last_pa_homerun,last_pa_double_triple,last_pa_long,last_pa_so,last_pa_bb,last_pa_dp,last_pa_out
1042,FF,1,93.2,9.0,C,S,1,0,2015058912,1,0,0,2,0,0,0,Single,2,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.4142135623730951,0,0,1,1,1,-1,0,0,1,61,0,FF,1,E,X,0,0,1,1,R,1,1,Home Run,6,37,0,1,1,0,1,0,0,0,0
1043,FF,1,92.3,1.0,D,X,1,0,2015058912,2,0,1,2,0,0,0,Single,2,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1.4142135623730951,0,0,0,1,1,-1,0,0,1,61,0,FF,1,C,S,0,1,0,0,S,0,0,Home Run,6,37,0,1,1,0,1,0,0,0,0
1044,CH,0,83.7,11.0,C,S,1,0,2015058913,1,0,0,2,1,0,0,Pop Out,2,1,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.4142135623730951,0,0,1,1,1,-1,0,0,1,61,0,FF,1,D,X,0,0,1,1,H,0,0,Single,2,39,0,1,0,0,0,0,0,0,0
1045,FF,1,94.0,11.0,B,B,1,0,2015058913,2,0,1,2,1,0,0,Pop Out,2,1,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1.4142135623730951,0,0,0,1,1,-1,0,0,1,61,0,CH,0,C,S,0,1,0,0,S,0,0,Single,2,39,0,1,0,0,0,0,0,0,0
1046,FF,1,92.9,5.0,X,X,1,0,2015058913,3,1,1,2,1,0,0,Pop Out,2,1,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.4142135623730951,0,0,0,0,1,-1,0,0,1,61,0,FF,1,B,B,1,0,0,0,B,0,0,Single,2,39,0,1,0,0,0,0,0,0,0
1047,FF,1,92.8,14.0,B,B,1,0,2015058918,1,0,0,0,0,0,0,Single,3,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.7320508075688772,0,0,1,1,1,-1,0,0,1,61,0,FF,1,X,X,0,0,1,1,X,0,0,Strikeout,3,42,0,1,0,0,0,1,0,0,1
1048,SL,0,86.3,1.0,F,S,1,0,2015058918,2,1,0,0,0,0,0,Single,3,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1.7320508075688772,0,0,0,1,1,-1,0,0,1,61,0,FF,1,B,B,1,0,0,0,B,0,0,Strikeout,3,42,0,1,0,0,0,1,0,0,1
1049,SL,0,85.7,14.0,C,S,1,0,2015058918,3,1,1,0,0,0,0,Single,3,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1.7320508075688772,0,0,0,0,1,-1,0,0,1,61,0,SL,0,F,S,0,1,0,1,S,0,0,Strikeout,3,42,0,1,0,0,0,1,0,0,1
1050,CH,0,84.9,4.0,D,X,1,0,2015058918,4,1,2,0,0,0,0,Single,3,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1.7320508075688772,0,0,0,0,1,-1,0,0,1,61,0,SL,0,C,S,0,1,0,0,S,0,0,Strikeout,3,42,0,1,0,0,0,1,0,0,1
1051,FF,1,93.2,13.0,X,X,1,0,2015058919,1,0,0,0,1,0,0,Flyout,3,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.7320508075688772,0,0,1,1,1,-1,0,0,1,61,0,CH,0,D,X,0,0,1,1,H,0,0,Single,4,46,0,1,0,0,0,0,0,0,0
1052,FF,1,92.3,14.0,B,B,1,0,2015058920,1,0,0,1,1,0,0,Lineout,3,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1.7320508075688772,0,0,1,1,1,-1,0,0,1,61,0,FF,1,X,X,0,0,1,1,X,0,0,Flyout,1,47,0,1,0,0,0,0,0,0,1
1053,FF,1,92.1,4.0,X,X,1,0,2015058920,2,1,0,1,1,0,0,Lineout,3,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1.7320508075688772,0,0,0,1,1,-1,0,0,1,61,0,FF,1,B,B,1,0,0,0,B,0,0,Flyout,1,47,0,1,0,0,0,0,0,0,1
1054,SL,0,85.6,8.0,X,X,1,0,2015058921,1,0,0,2,1,0,0,Groundout,3,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.7320508075688772,0,0,1,1,1,-1,0,0,1,61,0,FF,1,X,X,0,0,1,1,X,0,0,Lineout,2,49,0,1,0,0,0,0,0,0,1
1055,SL,0,85.1,9.0,S,S,1,0,2015058925,1,0,0,0,0,0,0,Strikeout,4,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2.0,1,0,1,1,1,-1,0,0,1,61,0,SL,0,X,X,0,0,1,1,X,0,0,Strikeout,1,50,0,1,0,0,0,1,0,0,1
1056,FF,1,92.1,3.0,S,S,1,0,2015058925,2,0,1,0,0,0,0,Strikeout,4,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2.0,1,0,0,1,1,-1,0,0,1,61,0,SL,0,S,S,0,1,0,0,S,0,0,Strikeout,1,50,0,1,0,0,0,1,0,0,1
1057,SL,0,85.3,14.0,B,B,1,0,2015058925,3,0,2,0,0,0,0,Strikeout,4,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,0,0,1,1,0,0,1,0,0,2.0,1,0,0,0,1,-1,0,0,1,61,0,FF,1,S,S,0,1,0,0,S,0,0,Strikeout,1,50,0,1,0,0,0,1,0,0,1
1058,SL,0,85.1,14.0,S,S,1,0,2015058925,4,1,2,0,0,0,0,Strikeout,4,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2.0,1,0,0,0,1,-1,0,0,1,61,0,SL,0,B,B,1,0,0,0,B,0,0,Strikeout,1,50,0,1,0,0,0,1,0,0,1
1059,FF,1,92.6,14.0,B,B,1,0,2015058926,1,0,0,1,0,0,0,Bunt Groundout,4,1,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2.0,1,0,1,1,1,-1,0,0,1,61,0,SL,0,S,S,0,1,0,0,S,0,0,Strikeout,4,54,0,1,0,0,0,1,0,0,1
1060,CH,0,83.6,7.0,C,S,1,0,2015058926,2,1,0,1,0,0,0,Bunt Groundout,4,1,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2.0,1,0,0,1,1,-1,0,0,1,61,0,FF,1,B,B,1,0,0,0,B,0,0,Strikeout,4,54,0,1,0,0,0,1,0,0,1
1061,CH,0,83.2,8.0,X,X,1,0,2015058926,3,1,1,1,0,0,0,Bunt Groundout,4,1,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2.0,1,0,0,0,1,-1,0,0,1,61,0,CH,0,C,S,0,1,0,0,S,0,0,Strikeout,4,54,0,1,0,0,0,1,0,0,1
1062,FF,1,94.2,2.0,C,S,1,0,2015058927,1,0,0,2,0,0,0,Single,4,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0,1,0,1,1,1,-1,0,0,1,61,0,CH,0,X,X,0,0,1,1,X,0,0,Bunt Groundout,3,57,0,1,0,0,0,0,0,0,1
1063,SL,0,85.1,14.0,B,B,1,0,2015058927,2,0,1,2,0,0,0,Single,4,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2.0,1,0,0,1,1,-1,0,0,1,61,0,FF,1,C,S,0,1,0,0,S,0,0,Bunt Groundout,3,57,0,1,0,0,0,0,0,0,1
1064,FF,1,94.1,2.0,D,X,1,0,2015058927,3,1,1,2,0,0,0,Single,4,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2.0,1,0,0,0,1,-1,0,0,1,61,0,SL,0,B,B,1,0,0,0,B,0,0,Bunt Groundout,3,57,0,1,0,0,0,0,0,0,1
1065,FF,1,91.0,11.0,B,B,1,0,2015058928,1,0,0,2,1,0,0,Strikeout,4,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0,1,0,1,1,1,-1,0,0,1,61,0,FF,1,D,X,0,0,1,1,H,0,0,Single,3,60,0,1,0,0,0,0,0,0,0
1066,FF,1,92.4,11.0,B,B,1,0,2015058928,2,1,0,2,1,0,0,Strikeout,4,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2.0,1,0,0,1,1,-1,0,0,1,61,0,FF,1,B,B,1,0,0,0,B,0,0,Single,3,60,0,1,0,0,0,0,0,0,0
1067,FF,1,93.8,6.0,C,S,1,0,2015058928,3,2,0,2,1,0,0,Strikeout,4,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2.0,1,0,0,0,1,-1,0,0,1,61,0,FF,1,B,B,1,0,0,0,B,0,0,Single,3,60,0,1,0,0,0,0,0,0,0
1068,FF,1,92.9,6.0,C,S,1,0,2015058928,4,2,1,2,1,0,0,Strikeout,4,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2.0,1,0,0,0,1,-1,0,0,1,61,0,FF,1,C,S,0,1,0,0,S,0,0,Single,3,60,0,1,0,0,0,0,0,0,0
1069,SL,0,84.7,5.0,C,S,1,0,2015058928,5,2,2,2,1,0,0,Strikeout,4,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2.0,1,0,0,0,1,-1,0,0,1,61,0,FF,1,C,S,0,1,0,0,S,0,0,Single,3,60,0,1,0,0,0,0,0,0,0
1070,CU,0,76.5,11.0,C,S,1,2,2015058935,1,0,0,0,0,0,0,Lineout,5,1,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2.23606797749979,1,1,1,1,1,1,0,1,0,61,0,SL,0,C,S,0,1,0,0,S,0,0,Strikeout,5,65,0,1,0,0,0,1,0,0,1
1071,CH,0,83.6,13.0,F,S,1,2,2015058935,2,0,1,0,0,0,0,Lineout,5,1,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2.23606797749979,1,1,0,1,1,1,0,1,0,61,0,CU,0,C,S,0,1,0,0,S,0,0,Strikeout,5,65,0,1,0,0,0,1,0,0,1
1072,FF,1,93.2,11.0,X,X,1,2,2015058935,3,0,2,0,0,0,0,Lineout,5,1,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,0,0,1,1,0,0,1,0,0,2.23606797749979,1,1,0,0,1,1,0,1,0,61,0,CH,0,F,S,0,1,0,1,S,0,0,Strikeout,5,65,0,1,0,0,0,1,0,0,1
1073,CU,0,81.0,9.0,S,S,1,2,2015058936,1,0,0,1,0,0,0,Groundout,5,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2.23606797749979,1,1,1,1,1,1,0,1,0,61,0,FF,1,X,X,0,0,1,1,X,0,0,Lineout,3,68,0,1,0,0,0,0,0,0,1
1074,SL,0,84.2,14.0,S,S,1,2,2015058936,2,0,1,1,0,0,0,Groundout,5,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2.23606797749979,1,1,0,1,1,1,0,1,0,61,0,CU,0,S,S,0,1,0,0,S,0,0,Lineout,3,68,0,1,0,0,0,0,0,0,1
1075,SL,0,83.6,8.0,F,S,1,2,2015058936,3,0,2,1,0,0,0,Groundout,5,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2.23606797749979,1,1,0,0,1,1,0,1,0,61,0,SL,0,S,S,0,1,0,0,S,0,0,Lineout,3,68,0,1,0,0,0,0,0,0,1
1076,SL,0,84.8,13.0,F,S,1,2,2015058936,4,0,2,1,0,0,0,Groundout,5,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2.23606797749979,1,1,0,0,1,1,0,1,0,61,0,SL,0,F,S,0,1,0,1,S,0,0,Lineout,3,68,0,1,0,0,0,0,0,0,1
1077,SL,0,83.9,12.0,X,X,1,2,2015058936,5,0,2,1,0,0,0,Groundout,5,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2.23606797749979,1,1,0,0,1,1,0,1,0,61,0,SL,0,F,S,0,1,0,1,S,0,0,Lineout,3,68,0,1,0,0,0,0,0,0,1
1078,SL,0,85.3,3.0,C,S,1,2,2015058937,1,0,0,2,0,0,0,Strikeout,5,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.23606797749979,1,1,1,1,1,1,0,1,0,61,0,SL,0,X,X,0,0,1,1,X,0,0,Groundout,5,73,0,1,0,0,0,0,0,0,1
1079,FF,1,93.6,12.0,B,B,1,2,2015058937,2,0,1,2,0,0,0,Strikeout,5,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2.23606797749979,1,1,0,1,1,1,0,1,0,61,0,SL,0,C,S,0,1,0,0,S,0,0,Groundout,5,73,0,1,0,0,0,0,0,0,1
1080,FF,1,94.2,4.0,F,S,1,2,2015058937,3,1,1,2,0,0,0,Strikeout,5,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2.23606797749979,1,1,0,0,1,1,0,1,0,61,0,FF,1,B,B,1,0,0,0,B,0,0,Groundout,5,73,0,1,0,0,0,0,0,0,1
1081,SL,0,85.9,14.0,B,B,1,2,2015058937,4,1,2,2,0,0,0,Strikeout,5,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2.23606797749979,1,1,0,0,1,1,0,1,0,61,0,FF,1,F,S,0,1,0,1,S,0,0,Groundout,5,73,0,1,0,0,0,0,0,0,1
1082,FF,1,94.4,3.0,S,S,1,2,2015058937,5,2,2,2,0,0,0,Strikeout,5,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2.23606797749979,1,1,0,0,1,1,0,1,0,61,0,SL,0,B,B,1,0,0,0,B,0,0,Groundout,5,73,0,1,0,0,0,0,0,0,1
1083,SL,0,84.0,2.0,C,S,1,3,2015058944,1,0,0,0,0,0,0,Groundout,6,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2.449489742783178,1,1,1,1,2,2,0,1,0,61,0,FF,1,S,S,0,1,0,0,S,0,0,Flyout,5,78,0,1,0,0,0,0,0,0,1
1084,SL,0,85.7,6.0,X,X,1,3,2015058944,2,0,1,0,0,0,0,Groundout,6,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2.449489742783178,1,1,0,1,2,2,0,1,0,61,0,SL,0,C,S,0,1,0,0,S,0,0,Flyout,5,78,0,1,0,0,0,0,0,0,1
1085,FF,1,91.1,11.0,B,B,1,3,2015058945,1,0,0,1,0,0,0,Lineout,6,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2.449489742783178,1,1,1,1,2,2,0,1,0,61,0,SL,0,X,X,0,0,1,1,X,0,0,Groundout,2,80,0,1,0,0,0,0,0,0,1
1086,FF,1,92.2,11.0,F,S,1,3,2015058945,2,1,0,1,0,0,0,Lineout,6,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2.449489742783178,1,1,0,1,2,2,0,1,0,61,0,FF,1,B,B,1,0,0,0,B,0,0,Groundout,2,80,0,1,0,0,0,0,0,0,1
1087,SL,0,84.8,7.0,C,S,1,3,2015058945,3,1,1,1,0,0,0,Lineout,6,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2.449489742783178,1,1,0,0,2,2,0,1,0,61,0,FF,1,F,S,0,1,0,1,S,0,0,Groundout,2,80,0,1,0,0,0,0,0,0,1
1088,CH,0,85.4,14.0,B,B,1,3,2015058945,4,1,2,1,0,0,0,Lineout,6,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,0,0,1,0,1,0,1,0,0,2.449489742783178,1,1,0,0,2,2,0,1,0,61,0,SL,0,C,S,0,1,0,0,S,0,0,Groundout,2,80,0,1,0,0,0,0,0,0,1
1089,FF,1,95.3,14.0,B,B,1,3,2015058945,5,2,2,1,0,0,0,Lineout,6,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2.449489742783178,1,1,0,0,2,2,0,1,0,61,0,CH,0,B,B,1,0,0,0,B,0,0,Groundout,2,80,0,1,0,0,0,0,0,0,1
1090,SL,0,84.6,7.0,X,X,1,3,2015058945,6,3,2,1,0,0,0,Lineout,6,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2.449489742783178,1,1,0,0,2,2,0,1,0,61,0,FF,1,B,B,1,0,0,0,B,0,0,Groundout,2,80,0,1,0,0,0,0,0,0,1
1091,SL,0,82.6,4.0,C,S,1,3,2015058946,1,0,0,2,0,0,0,Double,6,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.449489742783178,1,1,1,1,2,2,0,1,0,61,0,SL,0,X,X,0,0,1,1,X,0,0,Lineout,6,86,0,1,0,0,0,0,0,0,1
1092,SL,0,83.5,14.0,S,S,1,3,2015058946,2,0,1,2,0,0,0,Double,6,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2.449489742783178,1,1,0,1,2,2,0,1,0,61,0,SL,0,C,S,0,1,0,0,S,0,0,Lineout,6,86,0,1,0,0,0,0,0,0,1
1093,FF,1,94.6,14.0,B,B,1,3,2015058946,3,0,2,2,0,0,0,Double,6,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2.449489742783178,1,1,0,0,2,2,0,1,0,61,0,SL,0,S,S,0,1,0,0,S,0,0,Lineout,6,86,0,1,0,0,0,0,0,0,1
1094,FF,1,94.5,5.0,D,X,1,3,2015058946,4,1,2,2,0,0,0,Double,6,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2.449489742783178,1,1,0,0,2,2,0,1,0,61,0,FF,1,B,B,1,0,0,0,B,0,0,Lineout,6,86,0,1,0,0,0,0,0,0,1
1095,CH,0,84.1,14.0,*B,B,1,3,2015058947,1,0,0,2,0,1,0,Walk,6,1,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2.449489742783178,1,1,1,1,2,2,0,1,0,61,0,FF,1,D,X,0,0,1,1,H,0,0,Double,4,90,0,1,0,1,1,0,0,0,0
1096,CH,0,85.5,13.0,F,S,1,3,2015058947,2,1,0,2,0,1,0,Walk,6,1,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2.449489742783178,1,1,0,1,2,2,0,1,0,61,0,CH,0,*B,B,1,0,0,0,B,0,0,Double,4,90,0,1,0,1,1,0,0,0,0
1097,FF,1,94.0,11.0,B,B,1,3,2015058947,3,1,1,2,0,1,0,Walk,6,1,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2.449489742783178,1,1,0,0,2,2,0,1,0,61,0,CH,0,F,S,0,1,0,1,S,0,0,Double,4,90,0,1,0,1,1,0,0,0,0
1098,CH,0,85.5,13.0,F,S,1,3,2015058947,4,2,1,2,0,1,0,Walk,6,1,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,0,1,0,0,1,0,0,0,1,0,1,1,2.449489742783178,1,1,0,0,2,2,0,1,0,61,0,FF,1,B,B,1,0,0,0,B,0,0,Double,4,90,0,1,0,1,1,0,0,0,0
1099,FF,1,95.0,11.0,B,B,1,3,2015058947,5,2,2,2,0,1,0,Walk,6,1,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2.449489742783178,1,1,0,0,2,2,0,1,0,61,0,CH,0,F,S,0,1,0,1,S,0,0,Double,4,90,0,1,0,1,1,0,0,0,0
1100,CH,0,85.4,13.0,F,S,1,3,2015058947,6,3,2,2,0,1,0,Walk,6,1,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,0,0,1,0,0,1,0,0,1,0,1,1,2.449489742783178,1,1,0,0,2,2,0,1,0,61,0,FF,1,B,B,1,0,0,0,B,0,0,Double,4,90,0,1,0,1,1,0,0,0,0
1101,CH,0,84.5,11.0,B,B,1,3,2015058947,7,3,2,2,0,1,0,Walk,6,1,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,0,0,1,0,0,1,0,0,1,0,1,1,2.449489742783178,1,1,0,0,2,2,0,1,0,61,0,CH,0,F,S,0,1,0,1,S,0,0,Double,4,90,0,1,0,1,1,0,0,0,0
1102,SL,0,84.7,11.0,B,B,1,3,2015058948,1,0,0,2,1,1,0,Home Run,6,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2.449489742783178,1,1,1,1,2,2,0,1,0,61,0,CH,0,B,B,1,0,0,0,B,0,0,Walk,7,97,0,1,0,0,0,0,1,0,0
1103,SL,0,84.5,9.0,S,S,1,3,2015058948,2,1,0,2,1,1,0,Home Run,6,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2.449489742783178,1,1,0,1,2,2,0,1,0,61,0,SL,0,B,B,1,0,0,0,B,0,0,Walk,7,97,0,1,0,0,0,0,1,0,0
1104,SL,0,84.2,4.0,E,X,1,3,2015058948,3,1,1,2,1,1,0,Home Run,6,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2.449489742783178,1,1,0,0,2,2,0,1,0,61,0,SL,0,S,S,0,1,0,0,S,0,0,Walk,7,97,0,1,0,0,0,0,1,0,0
1105,FF,1,93.7,12.0,B,B,4,3,2015058949,1,0,0,2,0,0,0,Groundout,6,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.449489742783178,1,1,1,1,1,-1,0,0,1,61,0,SL,0,E,X,0,0,1,1,R,1,1,Home Run,3,100,0,1,1,0,1,0,0,0,0
1106,FF,1,91.8,2.0,F,S,4,3,2015058949,2,1,0,2,0,0,0,Groundout,6,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2.449489742783178,1,1,0,1,1,-1,0,0,1,61,0,FF,1,B,B,1,0,0,0,B,0,0,Home Run,3,100,0,1,1,0,1,0,0,0,0
1107,SL,0,82.6,8.0,X,X,4,3,2015058949,3,1,1,2,0,0,0,Groundout,6,0,1,"61 degrees, overcast",0 days 19:05:00,2015,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2.449489742783178,1,1,0,0,1,-1,0,0,1,61,0,FF,1,F,S,0,1,0,1,S,0,0,Home Run,3,100,0,1,1,0,1,0,0,0,0
1108,FF,1,91.4,11.0,B,B,0,0,2015065892,1,0,0,0,0,0,0,Flyout,1,1,0,"83 degrees, partly cloudy",0 days 19:09:00,2015,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0,0,1,1,0,0,1,0,0,83,1,SL,0,X,X,0,0,1,1,X,0,0,Groundout,3,-1,0,0,0,0,0,0,0,0,1
1109,FF,1,93.3,6.0,B,B,0,0,2015065892,2,1,0,0,0,0,0,Flyout,1,1,0,"83 degrees, partly cloudy",0 days 19:09:00,2015,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1.0,0,0,0,1,0,0,1,0,0,83,1,FF,1,B,B,1,0,0,0,B,0,0,Groundout,3,-1,0,0,0,0,0,0,0,0,1
1110,FF,1,93.3,5.0,F,S,0,0,2015065892,3,2,0,0,0,0,0,Flyout,1,1,0,"83 degrees, partly cloudy",0 days 19:09:00,2015,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0,0,83,1,FF,1,B,B,1,0,0,0,B,0,0,Groundout,3,-1,0,0,0,0,0,0,0,0,1
1111,FF,1,94.0,12.0,F,S,0,0,2015065892,4,2,1,0,0,0,0,Flyout,1,1,0,"83 degrees, partly cloudy",0 days 19:09:00,2015,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0,0,83,1,FF,1,F,S,0,1,0,1,S,0,0,Groundout,3,-1,0,0,0,0,0,0,0,0,1
1112,FF,1,94.9,1.0,X,X,0,0,2015065892,5,2,2,0,0,0,0,Flyout,1,1,0,"83 degrees, partly cloudy",0 days 19:09:00,2015,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,83,1,FF,1,F,S,0,1,0,1,S,0,0,Groundout,3,-1,0,0,0,0,0,0,0,0,1
1113,FF,1,93.4,5.0,F,S,0,0,2015065893,1,0,0,1,0,0,0,Flyout,1,1,0,"83 degrees, partly cloudy",0 days 19:09:00,2015,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0,0,1,1,0,0,1,0,0,83,1,FF,1,X,X,0,0,1,1,X,0,0,Flyout,5,4,0,0,0,0,0,0,0,0,1
1114,CH,0,86.0,11.0,B,B,0,0,2015065893,2,0,1,1,0,0,0,Flyout,1,1,0,"83 degrees, partly cloudy",0 days 19:09:00,2015,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1.0,0,0,0,1,0,0,1,0,0,83,1,FF,1,F,S,0,1,0,1,S,0,0,Flyout,5,4,0,0,0,0,0,0,0,0,1
