,pitch_type,fastball,start_speed,zone,code,type,b_score,p_score,ab_id,pitch_num,b_count,s_count,outs,on_1b,on_2b,on_3b,event,inning,left_batter,top,weather,start_time,year,day_game,b_0,b_1,b_2,b_3,s_0,s_1,s_2,o_0,o_1,o_2,s_over_b,b_over_s,on_2b3b,inning_sq_root,after_4_inning,after_5_inning,firstball,first2ball,abs_diff,diff,tie,ahead,behind,tempature,more_than_70,last_pitch_type,last_fastball,last_code,last_type,last_b,last_s,last_inplay,last_contact,last_pitch,last_run,last_in_play_out,last_pa,last_num,game_pitch,last_over_9,over_30_pitches,last_pa_homerun,last_pa_double_triple,last_pa_long,last_pa_so,last_pa_bb,last_pa_dp,last_pa_out
8332,FT,1,93.8,6.0,C,S,0,2,2017076887,1,0,0,0,1,0,0,Grounded Into DP,3,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.7320508075688772,0,0,1,1,2,2,0,1,0,65,0,FF,1,D,X,0,0,1,1,H,0,0,Single,4,34,0,1,0,0,0,0,0,0,0
8333,CU,0,78.1,14.0,*B,B,0,2,2017076887,2,0,1,0,1,0,0,Grounded Into DP,3,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1.7320508075688772,0,0,0,1,2,2,0,1,0,65,0,FT,1,C,S,0,1,0,0,S,0,0,Single,4,34,0,1,0,0,0,0,0,0,0
8334,CH,0,85.6,4.0,X,X,0,2,2017076887,3,1,1,0,1,0,0,Grounded Into DP,3,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1.7320508075688772,0,0,0,0,2,2,0,1,0,65,0,CU,0,*B,B,1,0,0,0,B,0,0,Single,4,34,0,1,0,0,0,0,0,0,0
8335,SL,0,84.8,3.0,C,S,0,2,2017076888,1,0,0,2,0,0,0,Pop Out,3,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.7320508075688772,0,0,1,1,2,2,0,1,0,65,0,CH,0,X,X,0,0,1,1,X,0,0,Grounded Into DP,3,37,0,1,0,0,0,0,0,1,1
8336,FF,1,94.3,12.0,X,X,0,2,2017076888,2,0,1,2,0,0,0,Pop Out,3,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1.7320508075688772,0,0,0,1,2,2,0,1,0,65,0,SL,0,C,S,0,1,0,0,S,0,0,Grounded Into DP,3,37,0,1,0,0,0,0,0,1,1
8337,FC,1,87.2,2.0,C,S,0,2,2017076894,1,0,0,0,0,0,0,Pop Out,4,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2.0,1,0,1,1,2,2,0,1,0,65,0,FF,1,X,X,0,0,1,1,X,0,0,Flyout,2,39,0,1,0,0,0,0,0,0,1
8338,CH,0,84.9,14.0,B,B,0,2,2017076894,2,0,1,0,0,0,0,Pop Out,4,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2.0,1,0,0,1,2,2,0,1,0,65,0,FC,1,C,S,0,1,0,0,S,0,0,Flyout,2,39,0,1,0,0,0,0,0,0,1
8339,FT,1,93.7,12.0,C,S,0,2,2017076894,3,1,1,0,0,0,0,Pop Out,4,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2.0,1,0,0,0,2,2,0,1,0,65,0,CH,0,B,B,1,0,0,0,B,0,0,Flyout,2,39,0,1,0,0,0,0,0,0,1
8340,CH,0,85.4,13.0,F,S,0,2,2017076894,4,1,2,0,0,0,0,Pop Out,4,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2.0,1,0,0,0,2,2,0,1,0,65,0,FT,1,C,S,0,1,0,0,S,0,0,Flyout,2,39,0,1,0,0,0,0,0,0,1
8341,FF,1,94.6,11.0,B,B,0,2,2017076894,5,1,2,0,0,0,0,Pop Out,4,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2.0,1,0,0,0,2,2,0,1,0,65,0,CH,0,F,S,0,1,0,1,S,0,0,Flyout,2,39,0,1,0,0,0,0,0,0,1
8342,FF,1,95.2,14.0,F,S,0,2,2017076894,6,2,2,0,0,0,0,Pop Out,4,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2.0,1,0,0,0,2,2,0,1,0,65,0,FF,1,B,B,1,0,0,0,B,0,0,Flyout,2,39,0,1,0,0,0,0,0,0,1
8343,CH,0,89.9,12.0,X,X,0,2,2017076894,7,2,2,0,0,0,0,Pop Out,4,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2.0,1,0,0,0,2,2,0,1,0,65,0,FF,1,F,S,0,1,0,1,S,0,0,Flyout,2,39,0,1,0,0,0,0,0,0,1
8344,FT,1,94.0,2.0,F,S,0,2,2017076895,1,0,0,1,0,0,0,Strikeout,4,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2.0,1,0,1,1,2,2,0,1,0,65,0,CH,0,X,X,0,0,1,1,X,0,0,Pop Out,7,46,0,1,0,0,0,0,0,0,1
8345,FF,1,95.5,1.0,F,S,0,2,2017076895,2,0,1,1,0,0,0,Strikeout,4,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2.0,1,0,0,1,2,2,0,1,0,65,0,FT,1,F,S,0,1,0,1,S,0,0,Pop Out,7,46,0,1,0,0,0,0,0,0,1
8346,SL,0,85.8,8.0,C,S,0,2,2017076895,3,0,2,1,0,0,0,Strikeout,4,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2.0,1,0,0,0,2,2,0,1,0,65,0,FF,1,F,S,0,1,0,1,S,0,0,Pop Out,7,46,0,1,0,0,0,0,0,0,1
8347,FF,1,94.1,6.0,C,S,0,2,2017076896,1,0,0,2,0,0,0,Strikeout,4,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.0,1,0,1,1,2,2,0,1,0,65,0,SL,0,C,S,0,1,0,0,S,0,0,Strikeout,3,49,0,1,0,0,0,1,0,0,1
8348,CU,0,78.2,11.0,C,S,0,2,2017076896,2,0,1,2,0,0,0,Strikeout,4,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2.0,1,0,0,1,2,2,0,1,0,65,0,FF,1,C,S,0,1,0,0,S,0,0,Strikeout,3,49,0,1,0,0,0,1,0,0,1
8349,CH,0,85.8,13.0,S,S,0,2,2017076896,3,0,2,2,0,0,0,Strikeout,4,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2.0,1,0,0,0,2,2,0,1,0,65,0,CU,0,C,S,0,1,0,0,S,0,0,Strikeout,3,49,0,1,0,0,0,1,0,0,1
8350,CU,0,77.3,2.0,C,S,0,2,2017076902,1,0,0,0,0,0,0,Strikeout,5,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2.23606797749979,1,1,1,1,2,2,0,1,0,65,0,CH,0,S,S,0,1,0,0,S,0,0,Groundout,3,52,0,1,0,0,0,0,0,0,1
8351,FF,1,92.9,11.0,B,B,0,2,2017076902,2,0,1,0,0,0,0,Strikeout,5,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2.23606797749979,1,1,0,1,2,2,0,1,0,65,0,CU,0,C,S,0,1,0,0,S,0,0,Groundout,3,52,0,1,0,0,0,0,0,0,1
8352,SL,0,84.0,14.0,B,B,0,2,2017076902,3,1,1,0,0,0,0,Strikeout,5,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2.23606797749979,1,1,0,0,2,2,0,1,0,65,0,FF,1,B,B,1,0,0,0,B,0,0,Groundout,3,52,0,1,0,0,0,0,0,0,1
8353,SL,0,85.2,5.0,S,S,0,2,2017076902,4,2,1,0,0,0,0,Strikeout,5,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2.23606797749979,1,1,0,0,2,2,0,1,0,65,0,SL,0,B,B,1,0,0,0,B,0,0,Groundout,3,52,0,1,0,0,0,0,0,0,1
8354,FF,1,95.6,2.0,S,S,0,2,2017076902,5,2,2,0,0,0,0,Strikeout,5,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2.23606797749979,1,1,0,0,2,2,0,1,0,65,0,SL,0,S,S,0,1,0,0,S,0,0,Groundout,3,52,0,1,0,0,0,0,0,0,1
8355,SL,0,84.6,5.0,C,S,0,2,2017076903,1,0,0,1,0,0,0,Strikeout,5,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2.23606797749979,1,1,1,1,2,2,0,1,0,65,0,FF,1,S,S,0,1,0,0,S,0,0,Strikeout,5,57,0,1,0,0,0,1,0,0,1
8356,SL,0,85.3,14.0,F,S,0,2,2017076903,2,0,1,1,0,0,0,Strikeout,5,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2.23606797749979,1,1,0,1,2,2,0,1,0,65,0,SL,0,C,S,0,1,0,0,S,0,0,Strikeout,5,57,0,1,0,0,0,1,0,0,1
8357,SL,0,83.8,14.0,B,B,0,2,2017076903,3,0,2,1,0,0,0,Strikeout,5,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2.23606797749979,1,1,0,0,2,2,0,1,0,65,0,SL,0,F,S,0,1,0,1,S,0,0,Strikeout,5,57,0,1,0,0,0,1,0,0,1
8358,FF,1,95.3,11.0,T,S,0,2,2017076903,4,1,2,1,0,0,0,Strikeout,5,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,1,0,0,0,0,1,0,1,0,1,0,0,2.23606797749979,1,1,0,0,2,2,0,1,0,65,0,SL,0,B,B,1,0,0,0,B,0,0,Strikeout,5,57,0,1,0,0,0,1,0,0,1
8359,FT,1,93.0,6.0,D,X,0,2,2017076904,1,0,0,2,0,0,0,Single,5,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.23606797749979,1,1,1,1,2,2,0,1,0,65,0,FF,1,T,S,0,1,0,1,S,0,0,Strikeout,4,61,0,1,0,0,0,1,0,0,1
8360,SL,0,83.9,6.0,S,S,0,2,2017076905,1,0,0,2,1,0,0,Strikeout,5,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.23606797749979,1,1,1,1,2,2,0,1,0,65,0,FT,1,D,X,0,0,1,1,H,0,0,Single,1,62,0,1,0,0,0,0,0,0,0
8361,SL,0,84.0,1.0,C,S,0,2,2017076905,2,0,1,2,1,0,0,Strikeout,5,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2.23606797749979,1,1,0,1,2,2,0,1,0,65,0,SL,0,S,S,0,1,0,0,S,0,0,Single,1,62,0,1,0,0,0,0,0,0,0
8362,SL,0,84.9,14.0,B,B,0,2,2017076905,3,0,2,2,1,0,0,Strikeout,5,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2.23606797749979,1,1,0,0,2,2,0,1,0,65,0,SL,0,C,S,0,1,0,0,S,0,0,Single,1,62,0,1,0,0,0,0,0,0,0
8363,SL,0,85.3,14.0,B,B,0,2,2017076905,4,1,2,2,1,0,0,Strikeout,5,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2.23606797749979,1,1,0,0,2,2,0,1,0,65,0,SL,0,B,B,1,0,0,0,B,0,0,Single,1,62,0,1,0,0,0,0,0,0,0
8364,SL,0,85.4,6.0,F,S,0,2,2017076905,5,2,2,2,1,0,0,Strikeout,5,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2.23606797749979,1,1,0,0,2,2,0,1,0,65,0,SL,0,B,B,1,0,0,0,B,0,0,Single,1,62,0,1,0,0,0,0,0,0,0
8365,FF,1,95.1,2.0,S,S,0,2,2017076905,6,2,2,2,1,0,0,Strikeout,5,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2.23606797749979,1,1,0,0,2,2,0,1,0,65,0,SL,0,F,S,0,1,0,1,S,0,0,Single,1,62,0,1,0,0,0,0,0,0,0
8366,CU,0,78.6,14.0,B,B,0,4,2017076911,1,0,0,0,0,0,0,Walk,6,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2.449489742783178,1,1,1,1,4,4,0,1,0,65,0,FF,1,S,S,0,1,0,0,S,0,0,Groundout,6,68,0,1,0,0,0,0,0,0,1
8367,FF,1,93.1,9.0,C,S,0,4,2017076911,2,1,0,0,0,0,0,Walk,6,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2.449489742783178,1,1,0,1,4,4,0,1,0,65,0,CU,0,B,B,1,0,0,0,B,0,0,Groundout,6,68,0,1,0,0,0,0,0,0,1
8368,FF,1,95.1,11.0,B,B,0,4,2017076911,3,1,1,0,0,0,0,Walk,6,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2.449489742783178,1,1,0,0,4,4,0,1,0,65,0,FF,1,C,S,0,1,0,0,S,0,0,Groundout,6,68,0,1,0,0,0,0,0,0,1
8369,CU,0,79.5,14.0,B,B,0,4,2017076911,4,2,1,0,0,0,0,Walk,6,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2.449489742783178,1,1,0,0,4,4,0,1,0,65,0,FF,1,B,B,1,0,0,0,B,0,0,Groundout,6,68,0,1,0,0,0,0,0,0,1
8370,FF,1,94.4,5.0,F,S,0,4,2017076911,5,3,1,0,0,0,0,Walk,6,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2.449489742783178,1,1,0,0,4,4,0,1,0,65,0,CU,0,B,B,1,0,0,0,B,0,0,Groundout,6,68,0,1,0,0,0,0,0,0,1
8371,CH,0,85.6,11.0,B,B,0,4,2017076911,6,3,2,0,0,0,0,Walk,6,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,0,0,1,0,0,1,1,0,0,0,1,0,2.449489742783178,1,1,0,0,4,4,0,1,0,65,0,FF,1,F,S,0,1,0,1,S,0,0,Groundout,6,68,0,1,0,0,0,0,0,0,1
8372,FF,1,93.5,12.0,S,S,0,4,2017076912,1,0,0,0,1,0,0,Pop Out,6,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2.449489742783178,1,1,1,1,4,4,0,1,0,65,0,CH,0,B,B,1,0,0,0,B,0,0,Walk,6,74,0,1,0,0,0,0,1,0,0
8373,FF,1,95.3,12.0,F,S,0,4,2017076912,2,0,1,0,1,0,0,Pop Out,6,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2.449489742783178,1,1,0,1,4,4,0,1,0,65,0,FF,1,S,S,0,1,0,0,S,0,0,Walk,6,74,0,1,0,0,0,0,1,0,0
8374,FF,1,95.8,2.0,X,X,0,4,2017076912,3,0,2,0,1,0,0,Pop Out,6,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,0,1,1,0,0,1,0,0,2.449489742783178,1,1,0,0,4,4,0,1,0,65,0,FF,1,F,S,0,1,0,1,S,0,0,Walk,6,74,0,1,0,0,0,0,1,0,0
8375,FF,1,93.4,1.0,D,X,0,4,2017076913,1,0,0,1,1,0,0,Single,6,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2.449489742783178,1,1,1,1,4,4,0,1,0,65,0,FF,1,X,X,0,0,1,1,X,0,0,Pop Out,3,77,0,1,0,0,0,0,0,0,1
8376,SL,0,86.7,14.0,B,B,0,4,2017076914,1,0,0,1,1,1,0,Grounded Into DP,6,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2.449489742783178,1,1,1,1,4,4,0,1,0,65,0,FF,1,D,X,0,0,1,1,H,0,0,Single,1,78,0,1,0,0,0,0,0,0,0
8377,SL,0,87.5,14.0,S,S,0,4,2017076914,2,1,0,1,1,1,0,Grounded Into DP,6,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2.449489742783178,1,1,0,1,4,4,0,1,0,65,0,SL,0,B,B,1,0,0,0,B,0,0,Single,1,78,0,1,0,0,0,0,0,0,0
8378,FT,1,94.1,6.0,X,X,0,4,2017076914,3,1,1,1,1,1,0,Grounded Into DP,6,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2.449489742783178,1,1,0,0,4,4,0,1,0,65,0,SL,0,S,S,0,1,0,0,S,0,0,Single,1,78,0,1,0,0,0,0,0,0,0
8379,CH,0,84.1,4.0,S,S,0,4,2017076918,1,0,0,0,0,0,0,Strikeout,7,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2.6457513110645907,1,1,1,1,4,4,0,1,0,65,0,FT,1,X,X,0,0,1,1,X,0,0,Flyout,3,81,0,1,0,0,0,0,0,0,1
8380,CH,0,84.4,13.0,B,B,0,4,2017076918,2,0,1,0,0,0,0,Strikeout,7,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2.6457513110645907,1,1,0,1,4,4,0,1,0,65,0,CH,0,S,S,0,1,0,0,S,0,0,Flyout,3,81,0,1,0,0,0,0,0,0,1
8381,FF,1,94.1,4.0,F,S,0,4,2017076918,3,1,1,0,0,0,0,Strikeout,7,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2.6457513110645907,1,1,0,0,4,4,0,1,0,65,0,CH,0,B,B,1,0,0,0,B,0,0,Flyout,3,81,0,1,0,0,0,0,0,0,1
8382,CU,0,79.3,14.0,S,S,0,4,2017076918,4,1,2,0,0,0,0,Strikeout,7,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2.6457513110645907,1,1,0,0,4,4,0,1,0,65,0,FF,1,F,S,0,1,0,1,S,0,0,Flyout,3,81,0,1,0,0,0,0,0,0,1
8383,FT,1,93.8,9.0,C,S,0,4,2017076919,1,0,0,1,0,0,0,Flyout,7,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2.6457513110645907,1,1,1,1,4,4,0,1,0,65,0,CU,0,S,S,0,1,0,0,S,0,0,Strikeout,4,85,0,1,0,0,0,1,0,0,1
8384,SL,0,85.9,5.0,S,S,0,4,2017076919,2,0,1,1,0,0,0,Flyout,7,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2.6457513110645907,1,1,0,1,4,4,0,1,0,65,0,FT,1,C,S,0,1,0,0,S,0,0,Strikeout,4,85,0,1,0,0,0,1,0,0,1
8385,CH,0,85.1,14.0,B,B,0,4,2017076919,3,0,2,1,0,0,0,Flyout,7,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2.6457513110645907,1,1,0,0,4,4,0,1,0,65,0,SL,0,S,S,0,1,0,0,S,0,0,Strikeout,4,85,0,1,0,0,0,1,0,0,1
8386,CH,0,87.3,11.0,B,B,0,4,2017076919,4,1,2,1,0,0,0,Flyout,7,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,1,0,0,0,0,1,0,1,0,1,0,0,2.6457513110645907,1,1,0,0,4,4,0,1,0,65,0,CH,0,B,B,1,0,0,0,B,0,0,Strikeout,4,85,0,1,0,0,0,1,0,0,1
8387,SL,0,86.9,14.0,F,S,0,4,2017076919,5,2,2,1,0,0,0,Flyout,7,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2.6457513110645907,1,1,0,0,4,4,0,1,0,65,0,CH,0,B,B,1,0,0,0,B,0,0,Strikeout,4,85,0,1,0,0,0,1,0,0,1
8388,SL,0,85.9,7.0,F,S,0,4,2017076919,6,2,2,1,0,0,0,Flyout,7,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2.6457513110645907,1,1,0,0,4,4,0,1,0,65,0,SL,0,F,S,0,1,0,1,S,0,0,Strikeout,4,85,0,1,0,0,0,1,0,0,1
8389,FF,1,96.1,5.0,X,X,0,4,2017076919,7,2,2,1,0,0,0,Flyout,7,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2.6457513110645907,1,1,0,0,4,4,0,1,0,65,0,SL,0,F,S,0,1,0,1,S,0,0,Strikeout,4,85,0,1,0,0,0,1,0,0,1
8390,FT,1,93.9,4.0,F,S,0,4,2017076920,1,0,0,2,0,0,0,Strikeout,7,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.6457513110645907,1,1,1,1,4,4,0,1,0,65,0,FF,1,X,X,0,0,1,1,X,0,0,Flyout,7,92,0,1,0,0,0,0,0,0,1
8391,FF,1,94.9,9.0,C,S,0,4,2017076920,2,0,1,2,0,0,0,Strikeout,7,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2.6457513110645907,1,1,0,1,4,4,0,1,0,65,0,FT,1,F,S,0,1,0,1,S,0,0,Flyout,7,92,0,1,0,0,0,0,0,0,1
8392,CH,0,85.1,13.0,F,S,0,4,2017076920,3,0,2,2,0,0,0,Strikeout,7,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2.6457513110645907,1,1,0,0,4,4,0,1,0,65,0,FF,1,C,S,0,1,0,0,S,0,0,Flyout,7,92,0,1,0,0,0,0,0,0,1
8393,SL,0,86.1,14.0,B,B,0,4,2017076920,4,0,2,2,0,0,0,Strikeout,7,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2.6457513110645907,1,1,0,0,4,4,0,1,0,65,0,CH,0,F,S,0,1,0,1,S,0,0,Flyout,7,92,0,1,0,0,0,0,0,0,1
8394,FF,1,95.7,12.0,S,S,0,4,2017076920,5,1,2,2,0,0,0,Strikeout,7,0,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2.6457513110645907,1,1,0,0,4,4,0,1,0,65,0,SL,0,B,B,1,0,0,0,B,0,0,Flyout,7,92,0,1,0,0,0,0,0,0,1
8395,FC,1,86.9,14.0,S,S,0,4,2017076926,1,0,0,0,0,0,0,Home Run,8,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2.8284271247461903,1,1,1,1,4,4,0,1,0,65,0,FF,1,S,S,0,1,0,0,S,0,0,Strikeout,5,97,0,1,0,0,0,1,0,0,1
8396,FT,1,93.1,14.0,B,B,0,4,2017076926,2,0,1,0,0,0,0,Home Run,8,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2.8284271247461903,1,1,0,1,4,4,0,1,0,65,0,FC,1,S,S,0,1,0,0,S,0,0,Strikeout,5,97,0,1,0,0,0,1,0,0,1
8397,CU,0,79.3,6.0,E,X,0,4,2017076926,3,1,1,0,0,0,0,Home Run,8,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2.8284271247461903,1,1,0,0,4,4,0,1,0,65,0,FT,1,B,B,1,0,0,0,B,0,0,Strikeout,5,97,0,1,0,0,0,1,0,0,1
8398,CH,0,83.8,1.0,C,S,1,4,2017076927,1,0,0,0,0,0,0,Flyout,8,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2.8284271247461903,1,1,1,1,3,3,0,1,0,65,0,CU,0,E,X,0,0,1,1,R,1,1,Home Run,3,100,0,1,1,0,1,0,0,0,0
8399,FF,1,93.9,12.0,B,B,1,4,2017076927,2,0,1,0,0,0,0,Flyout,8,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2.8284271247461903,1,1,0,1,3,3,0,1,0,65,0,CH,0,C,S,0,1,0,0,S,0,0,Home Run,3,100,0,1,1,0,1,0,0,0,0
8400,CU,0,80.5,14.0,B,B,1,4,2017076927,3,1,1,0,0,0,0,Flyout,8,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2.8284271247461903,1,1,0,0,3,3,0,1,0,65,0,FF,1,B,B,1,0,0,0,B,0,0,Home Run,3,100,0,1,1,0,1,0,0,0,0
8401,CU,0,79.8,6.0,C,S,1,4,2017076927,4,2,1,0,0,0,0,Flyout,8,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2.8284271247461903,1,1,0,0,3,3,0,1,0,65,0,CU,0,B,B,1,0,0,0,B,0,0,Home Run,3,100,0,1,1,0,1,0,0,0,0
8402,FF,1,95.8,2.0,X,X,1,4,2017076927,5,2,2,0,0,0,0,Flyout,8,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2.8284271247461903,1,1,0,0,3,3,0,1,0,65,0,CU,0,C,S,0,1,0,0,S,0,0,Home Run,3,100,0,1,1,0,1,0,0,0,0
8403,FC,1,86.8,8.0,F,S,1,4,2017076928,1,0,0,1,0,0,0,Strikeout,8,1,0,"65 degrees, cloudy",0 days 19:09:00,2017,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2.8284271247461903,1,1,1,1,3,3,0,1,0,65,0,FF,1,X,X,0,0,1,1,X,0,0,Flyout,5,105,0,1,0,0,0,0,0,0,1
